	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Vsx2	0.000197982	0.984556051	0.532	0.32	0.395963494	16	Vsx2
Fn11	0.000198504	0.357264698	0.681	0.557	0.397008643	16	Fn1
Hes5	0.000217291	1.201808241	0.319	0.036	0.434582042	16	Hes5
Higd1a2	0.000223637	0.4425082	0.851	0.724	0.447274863	16	Higd1a
Cp2	0.000227634	1.269374799	0.447	0.185	0.455267799	16	Cp
Serping1	0.000241206	1.104437091	0.404	0.081	0.482411376	16	Serping1
Scg51	0.000247042	0.751644912	0.553	0.339	0.494083948	16	Scg5
Ddah1	0.00027703	0.941165492	0.468	0.205	0.55405996	16	Ddah1
Ifitm22	0.000299733	0.582231605	0.723	0.571	0.599466068	16	Ifitm2
Apold1	0.000507294	0.543562369	0.426	0.1	1	16	Apold1
Gpm6a	0.000529583	0.853074222	0.489	0.203	1	16	Gpm6a
Fosb6	0.000678955	0.650689806	0.745	0.57	1	16	Fosb
Nsg1	0.000733638	0.433731129	0.468	0.177	1	16	Nsg1
Ccnd22	0.00082158	0.678146205	0.511	0.232	1	16	Ccnd2
Metrn	0.000836684	1.234934447	0.468	0.237	1	16	Metrn
Pdpn	0.000893883	1.341277827	0.532	0.332	1	16	Pdpn
Adamts11	0.001242781	0.337582051	0.596	0.446	1	16	Adamts1
Mlf11	0.001269386	0.27340139	0.064	0.289	1	16	Mlf1
Rbpms3	0.001324119	0.267177458	0.617	0.378	1	16	Rbpms
Smc2	0.001366942	0.524064841	0.426	0.262	1	16	Smc2
Tmod2	0.00137419	0.43666074	0.489	0.263	1	16	Tmod2
Thrsp	0.001401245	0.520245854	0.553	0.403	1	16	Thrsp
Tubb2b2	0.001468571	0.748747439	0.617	0.471	1	16	Tubb2b
Sparc5	0.001604347	0.722296848	0.83	0.868	1	16	Sparc
Gstm5	0.001719781	0.666078492	0.532	0.361	1	16	Gstm5
Igsf211	0.002324007	0.47117551	0.468	0.187	1	16	Igsf21
Pam	0.002359491	0.459619894	0.468	0.275	1	16	Pam
Mest1	0.002625934	0.889738178	0.426	0.166	1	16	Mest
Rflnb	0.003070506	0.253853162	0.447	0.207	1	16	Rflnb
Txn12	0.003155145	0.524098871	0.723	0.639	1	16	Txn1
Fos6	0.00386308	1.581019465	0.851	0.732	1	16	Fos
Dusp16	0.004340665	0.357367429	0.511	0.334	1	16	Dusp16
Gm138891	0.004621556	0.325867936	0.489	0.318	1	16	Gm13889
Pacsin1	0.004973212	0.52787432	0.489	0.264	1	16	Pacsin1
Med211	0.005643018	0.361794197	0.66	0.509	1	16	Med21
Chchd103	0.005699544	0.413107966	0.596	0.408	1	16	Chchd10
Crabp1	0.005911375	0.32723141	0.255	0.262	1	16	Crabp1
Tsc22d12	0.006240186	1.579321996	0.532	0.344	1	16	Tsc22d1
Gm102821	0.006577673	0.253891739	0.617	0.5	1	16	Gm10282
Ube2l62	0.007362465	0.263283362	0.596	0.459	1	16	Ube2l6
Hspa1b3	0.008032726	0.332966397	0.638	0.451	1	16	Hspa1b
Zfp428	0.008184856	0.623529946	0.553	0.418	1	16	Zfp428
Mageh11	0.008219173	0.931142256	0.489	0.268	1	16	Mageh1
Ccnd12	0.009272915	0.639784566	0.553	0.408	1	16	Ccnd1
Gyg1	0.009459478	0.438701294	0.66	0.493	1	16	Gyg
Ccnb1	3.59E-55	1.092113976	0.864	0.018	7.18E-52	17	Ccnb1
Mki67	1.65E-45	0.853687878	0.864	0.055	3.30E-42	17	Mki67
Pbk	1.98E-41	1.064295621	0.682	0.007	3.97E-38	17	Pbk
Ccna2	6.21E-41	0.984810948	0.818	0.007	1.24E-37	17	Ccna2
Pclaf	4.38E-38	1.980414818	0.909	0.107	8.77E-35	17	Pclaf
Shcbp1	1.36E-36	0.486702078	0.5	0.001	2.72E-33	17	Shcbp1
Esco2	1.61E-32	0.45620593	0.545	0.007	3.23E-29	17	Esco2
Cenpf	3.34E-27	0.896223871	0.727	0.034	6.69E-24	17	Cenpf
Plk1	4.44E-23	0.678735385	0.682	0.005	8.89E-20	17	Plk1
Birc5	1.13E-22	2.120204018	1	0.267	2.26E-19	17	Birc5
Lockd	2.56E-20	0.620532889	0.818	0.164	5.12E-17	17	Lockd
Spc24	5.77E-18	1.329326451	0.864	0.237	1.15E-14	17	Spc24
Ube2c	7.76E-17	2.305247459	0.864	0.128	1.55E-13	17	Ube2c
Top2a	1.12E-16	1.568856481	0.864	0.195	2.23E-13	17	Top2a
Ckap2l	3.96E-16	0.797747595	0.864	0.115	7.93E-13	17	Ckap2l
Stmn12	3.55E-15	2.207949888	0.955	0.423	7.09E-12	17	Stmn1
Tuba1b3	9.17E-15	1.790207089	1	0.855	1.83E-11	17	Tuba1b
Rrm2	9.96E-15	1.126439537	0.773	0.133	1.99E-11	17	Rrm2
Tpx2	1.02E-14	0.767252198	0.773	0.224	2.04E-11	17	Tpx2
H2afz2	1.03E-14	1.843222205	1	0.9	2.06E-11	17	H2afz
Cdkn3	1.71E-14	0.93371712	0.773	0.174	3.41E-11	17	Cdkn3
Hmgb14	2.55E-14	1.421524529	1	0.893	5.10E-11	17	Hmgb1
Cdc20	4.59E-14	0.941773974	0.818	0.257	9.17E-11	17	Cdc20
Gm4316	6.91E-14	1.138389291	0.864	0.218	1.38E-10	17	Gm4316
Cenpe	7.47E-14	0.727214238	0.727	0.152	1.49E-10	17	Cenpe
Hmgb23	7.85E-14	1.845642949	1	0.677	1.57E-10	17	Hmgb2
Hist1h1b	2.70E-13	0.2734011	0.636	0.061	5.40E-10	17	Hist1h1b
Tk1	7.78E-13	0.951222513	0.773	0.147	1.56E-09	17	Tk1
Knstrn	1.29E-12	0.873989329	0.818	0.264	2.57E-09	17	Knstrn
Knl1	1.97E-12	0.666772701	0.773	0.253	3.93E-09	17	Knl1
Ccnb2	2.02E-12	1.274193985	0.773	0.092	4.03E-09	17	Ccnb2
Nusap1	1.35E-11	1.163991275	0.682	0.021	2.70E-08	17	Nusap1
Cenpa2	1.63E-11	1.368794779	0.909	0.376	3.25E-08	17	Cenpa
Cks1b	1.83E-11	1.341520637	0.864	0.317	3.66E-08	17	Cks1b
Smc21	1.92E-11	1.192503445	0.864	0.259	3.85E-08	17	Smc2
Cdca3	1.99E-11	1.213176231	0.818	0.169	3.98E-08	17	Cdca3
Cdca8	5.70E-11	1.015573953	0.818	0.346	1.14E-07	17	Cdca8
Tubb4b3	7.49E-11	1.171304955	1	0.684	1.50E-07	17	Tubb4b
Pkmyt1	1.75E-10	0.488485486	0.682	0.153	3.51E-07	17	Pkmyt1
Smc41	1.77E-10	1.106084963	0.864	0.314	3.55E-07	17	Smc4
H2afx2	1.14E-09	1.52078726	0.909	0.526	2.27E-06	17	H2afx
H2afv4	1.72E-09	1.165988063	1	0.634	3.43E-06	17	H2afv
Hmgn22	1.26E-08	0.804934161	0.909	0.751	2.52E-05	17	Hmgn2
Lmnb1	2.77E-08	0.53941106	0.864	0.405	5.53E-05	17	Lmnb1
Cks22	4.33E-08	0.902258165	0.909	0.47	8.66E-05	17	Cks2
Hist1h4i1	5.55E-08	0.639976973	0.818	0.295	0.00011095	17	Hist1h4i
Txn13	5.92E-08	0.878434925	0.909	0.638	0.000118368	17	Txn1
Kpna22	7.98E-08	0.887967746	0.818	0.373	0.000159617	17	Kpna2
Ptma4	8.92E-08	0.668519617	1	0.964	0.000178467	17	Ptma
Slc39a4	9.76E-08	0.295901806	0.727	0.296	0.000195124	17	Slc39a4
Tuba1c5	1.73E-07	0.983373828	0.909	0.662	0.000346245	17	Tuba1c
Hist2h2bb	2.67E-07	0.554845697	0.591	0.175	0.000534795	17	Hist2h2bb
Gm102822	5.88E-07	0.647011678	0.818	0.499	0.001175776	17	Gm10282
Kif15	6.02E-07	0.543189726	0.636	0.238	0.001203543	17	Kif15
Ifi27l2a5	7.59E-07	0.49617713	0.909	0.535	0.001518529	17	Ifi27l2a
Kif23	9.70E-07	0.415820614	0.682	0.314	0.001939129	17	Kif23
Cdk1	1.59E-06	1.196181722	0.682	0.314	0.003178184	17	Cdk1
Hist1h2ap1	1.63E-06	1.509118337	0.727	0.384	0.003258899	17	Hist1h2ap
Hmgn12	3.55E-06	0.395111119	0.909	0.786	0.007108665	17	Hmgn1
Tagln23	4.90E-06	0.695107992	0.909	0.579	0.009809108	17	Tagln2
Nrp12	8.23E-06	0.41513798	0.773	0.366	0.01645402	17	Nrp1
Ccng22	8.91E-06	0.337658509	0.773	0.396	0.01781952	17	Ccng2
Oaf	1.13E-05	0.518746981	0.818	0.547	0.022631089	17	Oaf
Clspn	1.34E-05	0.422534327	0.591	0.242	0.026736103	17	Clspn
Hist1h2ae	1.77E-05	0.343617705	0.682	0.347	0.035329733	17	Hist1h2ae
Pnp4	2.17E-05	0.56041487	0.955	0.728	0.04335023	17	Pnp
Htra3	2.33E-05	0.513385459	0.682	0.406	0.046521033	17	Htra3
Hist1h1e1	2.51E-05	0.52367287	0.727	0.455	0.050129468	17	Hist1h1e
Cxcl14	3.85E-05	0.29303717	0.636	0.42	0.076930763	17	Cxcl14
Cfp3	4.04E-05	0.325676704	0.591	0.223	0.080880306	17	Cfp
Asf1b	4.71E-05	0.834414738	0.636	0.288	0.094286566	17	Asf1b
Phgdh1	5.15E-05	0.572064847	0.773	0.492	0.102925896	17	Phgdh
Tmem106a2	8.45E-05	0.440393288	0.727	0.477	0.169027297	17	Tmem106a
H1f03	8.48E-05	0.70777602	0.773	0.46	0.169626573	17	H1f0
Ramp12	8.92E-05	0.69881964	0.773	0.481	0.178488483	17	Ramp1
Psmb62	0.000136155	0.285654369	1	0.79	0.272310216	17	Psmb6
Tmsb4x5	0.000141931	0.44706339	1	0.996	0.283862221	17	Tmsb4x
Spc25	0.000160141	0.389026103	0.545	0.182	0.3202816	17	Spc25
Hist1h2bc3	0.000232741	0.316418644	0.864	0.542	0.465481229	17	Hist1h2bc
Lilra52	0.000272593	0.287531676	0.636	0.397	0.545185164	17	Lilra5
Grap1	0.000291833	0.38219922	0.727	0.385	0.583665996	17	Grap
Igfbp42	0.000299263	0.513494559	0.682	0.361	0.598525403	17	Igfbp4
Gpx31	0.000314503	0.300855459	0.818	0.519	0.629005679	17	Gpx3
Nasp4	0.000382085	0.546395291	0.727	0.453	0.764170021	17	Nasp
Pdia42	0.000504582	0.348909558	0.818	0.496	1	17	Pdia4
Cdkn2c	0.000751322	1.031007082	0.591	0.291	1	17	Cdkn2c
Nmral1	0.001014436	0.414326183	0.727	0.477	1	17	Nmral1
Emp33	0.00170794	0.313720473	0.955	0.7	1	17	Emp3
Msmo1	0.001821771	0.273387043	0.636	0.374	1	17	Msmo1
Dut1	0.002358553	0.9015664	0.591	0.332	1	17	Dut
Ms4a6b3	0.002834136	0.379569486	0.682	0.416	1	17	Ms4a6b
Gyg2	0.00406463	0.360906486	0.773	0.494	1	17	Gyg
Phf11b3	0.0042158	0.354310685	0.682	0.456	1	17	Phf11b
Fcrls5	0.00484601	0.487887442	0.955	0.931	1	17	Fcrls
Sgo2a	0.005401131	0.344190511	0.455	0.102	1	17	Sgo2a
Tyms	0.006129538	0.878151965	0.545	0.237	1	17	Tyms
Aurkb	0.006326206	0.635070553	0.545	0.293	1	17	Aurkb
Tmem1194	0.007850407	0.266443747	0.909	0.63	1	17	Tmem119
Tubb2a4	0.009155427	0.283545455	0.818	0.69	1	17	Tubb2a
Il2rb	2.01E-271	0.779984249	0.737	0.001	4.02E-268	18	Il2rb
Cd3e	1.95E-250	0.988065171	0.684	0	3.90E-247	18	Cd3e
Cd3g	1.34E-249	0.997016512	0.684	0.001	2.69E-246	18	Cd3g
Tnfrsf4	5.95E-234	0.789479625	0.684	0.002	1.19E-230	18	Tnfrsf4
Skap1	1.62E-164	1.330993189	0.895	0.008	3.24E-161	18	Skap1
Cd247	1.60E-139	1.095748369	0.632	0.001	3.21E-136	18	Cd247
Trbc2	1.36E-120	1.019390244	0.579	0.001	2.73E-117	18	Trbc2
Cd3d	6.05E-98	1.208757036	0.632	0.002	1.21E-94	18	Cd3d
Itk	1.94E-93	1.308444925	0.789	0.008	3.89E-90	18	Itk
Cd200r3	3.62E-58	1.556168877	0.895	0.018	7.24E-55	18	Cd200r3
Cd7	2.74E-38	1.360254334	0.632	0	5.48E-35	18	Cd7
Gata2	3.16E-28	0.997939462	0.895	0.13	6.32E-25	18	Gata2
Tbxa2r	7.31E-28	0.447691033	0.895	0.058	1.46E-24	18	Tbxa2r
Ms4a4b	1.91E-27	1.815368456	0.737	0.032	3.81E-24	18	Ms4a4b
Pglyrp11	1.03E-26	0.732966077	1	0.042	2.06E-23	18	Pglyrp1
Wdr95	2.57E-26	0.382961676	0.579	0.001	5.14E-23	18	Wdr95
Prkcz1	4.14E-25	0.25493194	0.895	0.095	8.28E-22	18	Prkcz
Iqgap21	2.77E-23	0.510370235	0.895	0.092	5.55E-20	18	Iqgap2
Serpinb1a2	1.72E-22	1.351263011	0.947	0.117	3.44E-19	18	Serpinb1a
Hdc	4.15E-21	3.316847489	0.895	0.169	8.30E-18	18	Hdc
Sell3	7.16E-20	0.834791381	0.895	0.085	1.43E-16	18	Sell
Sparcl11	8.27E-19	0.325956058	0.842	0.126	1.65E-15	18	Sparcl1
St8sia6	2.91E-18	0.260370027	0.947	0.187	5.83E-15	18	St8sia6
Izumo1r	9.37E-18	0.750243957	0.579	0.049	1.87E-14	18	Izumo1r
Il2ra1	2.03E-17	0.397018003	0.684	0.116	4.07E-14	18	Il2ra
Syne1	2.59E-17	0.471079399	0.947	0.262	5.17E-14	18	Syne1
Il6	6.59E-17	1.168022433	0.895	0.244	1.32E-13	18	Il6
Gimap31	7.73E-17	1.12825049	0.684	0.038	1.55E-13	18	Gimap3
Gimap41	1.12E-16	1.081076928	0.789	0.062	2.24E-13	18	Gimap4
Zap70	1.57E-16	0.545791986	0.842	0.127	3.13E-13	18	Zap70
Il1rl1	1.78E-16	0.931458183	0.895	0.24	3.56E-13	18	Il1rl1
Txk	9.41E-16	1.154799735	0.895	0.153	1.88E-12	18	Txk
Ifitm1	1.04E-15	3.193659246	0.947	0.272	2.08E-12	18	Ifitm1
Hs3st1	2.63E-15	0.831653295	0.842	0.124	5.27E-12	18	Hs3st1
Dusp41	3.95E-14	0.255709749	0.947	0.316	7.90E-11	18	Dusp4
Emilin21	6.84E-14	0.643387487	0.895	0.277	1.37E-10	18	Emilin2
Dnaja4	8.54E-14	0.763344352	0.895	0.305	1.71E-10	18	Dnaja4
Lck	5.93E-13	0.774379756	0.632	0.114	1.19E-09	18	Lck
Socs21	7.14E-13	0.944768144	0.947	0.325	1.43E-09	18	Socs2
Mgst2	1.03E-12	0.681035393	0.632	0.018	2.07E-09	18	Mgst2
Camk4	1.47E-12	0.631106799	0.789	0.156	2.93E-09	18	Camk4
Tbc1d4	2.37E-12	0.957000957	0.947	0.331	4.74E-09	18	Tbc1d4
Tmpo	4.85E-12	0.760161541	1	0.301	9.70E-09	18	Tmpo
Cyfip22	7.14E-12	0.321558102	0.895	0.174	1.43E-08	18	Cyfip2
Adora2b1	8.97E-12	0.711209315	0.895	0.328	1.79E-08	18	Adora2b
Ecm13	1.75E-11	1.102007064	0.947	0.372	3.50E-08	18	Ecm1
Gm83692	4.49E-11	0.658095954	0.684	0.12	8.98E-08	18	Gm8369
Lat1	7.11E-11	1.041533802	0.842	0.245	1.42E-07	18	Lat
Plec1	8.29E-11	0.396727745	0.895	0.316	1.66E-07	18	Plec
S100a104	1.47E-10	1.768583255	0.947	0.349	2.93E-07	18	S100a10
Icos	1.82E-10	0.658754715	0.737	0.139	3.63E-07	18	Icos
Ltb2	2.79E-10	0.994119094	0.947	0.322	5.59E-07	18	Ltb
Cd22	4.52E-10	1.15863298	0.684	0.127	9.03E-07	18	Cd2
Samhd13	9.57E-10	1.125164627	1	0.505	1.91E-06	18	Samhd1
Gsr2	1.33E-09	0.455136439	0.947	0.412	2.67E-06	18	Gsr
Fas	1.35E-09	0.358654385	0.947	0.328	2.70E-06	18	Fas
Fxyd51	1.79E-09	1.44460217	1	0.548	3.58E-06	18	Fxyd5
Tbc1d10c1	2.14E-09	1.100834058	0.895	0.276	4.28E-06	18	Tbc1d10c
Sh2d2a1	2.34E-09	0.622688424	0.579	0.062	4.68E-06	18	Sh2d2a
Prkca1	2.39E-09	0.513753068	0.947	0.359	4.78E-06	18	Prkca
Bhlhe403	2.93E-09	0.412248787	0.947	0.383	5.87E-06	18	Bhlhe40
Cd692	3.88E-09	2.090527801	0.895	0.338	7.76E-06	18	Cd69
Cish1	5.53E-09	0.493128352	0.895	0.332	1.11E-05	18	Cish
Glipr21	6.99E-09	0.881507662	0.842	0.346	1.40E-05	18	Glipr2
BC018473	7.70E-09	1.176973847	0.842	0.256	1.54E-05	18	BC018473
Vcl1	8.49E-09	0.329338466	0.895	0.377	1.70E-05	18	Vcl
Lgals15	9.22E-09	1.304478882	1	0.49	1.84E-05	18	Lgals1
Rara	1.03E-08	0.331285588	0.842	0.235	2.06E-05	18	Rara
Rflnb1	1.05E-08	0.555437855	0.842	0.207	2.09E-05	18	Rflnb
Mbp1	1.27E-08	0.565945641	0.947	0.349	2.54E-05	18	Mbp
Hspa1b4	1.96E-08	1.541474899	1	0.451	3.91E-05	18	Hspa1b
Prkcq	2.25E-08	0.576682302	0.579	0.006	4.50E-05	18	Prkcq
Gimap64	2.58E-08	1.189583061	0.947	0.459	5.17E-05	18	Gimap6
Ccnd23	2.61E-08	0.928492426	0.842	0.232	5.23E-05	18	Ccnd2
S1pr42	3.78E-08	1.164519136	0.842	0.348	7.57E-05	18	S1pr4
Lamb31	6.06E-08	0.486349781	0.789	0.24	0.000121253	18	Lamb3
12-Sep	7.64E-08	1.037175801	0.895	0.392	0.000152875	18	1-Sep
Gimap92	1.18E-07	0.696602326	0.842	0.265	0.000236078	18	Gimap9
Cytip3	1.53E-07	0.781379128	0.947	0.424	0.000306473	18	Cytip
Cnn23	1.96E-07	1.231685051	0.895	0.549	0.000392429	18	Cnn2
Lilr4b3	2.49E-07	1.404698413	0.947	0.543	0.000498366	18	Lilr4b
Fam129a	2.91E-07	0.567454093	0.895	0.285	0.000582193	18	Fam129a
Ablim13	5.77E-07	0.367652635	0.895	0.321	0.001153505	18	Ablim1
Stk17b3	5.95E-07	0.728742697	1	0.521	0.001190858	18	Stk17b
Crip13	6.41E-07	0.84489768	0.947	0.477	0.001281823	18	Crip1
Agpat53	7.82E-07	0.434905833	0.947	0.481	0.001563978	18	Agpat5
Tesc	1.47E-06	0.263291146	0.316	0.001	0.002939944	18	Tesc
Csf11	1.86E-06	1.37455958	0.947	0.507	0.003712374	18	Csf1
Ets12	1.97E-06	0.678436031	0.947	0.425	0.003937145	18	Ets1
Gm11707	2.64E-06	0.263249682	0.789	0.373	0.005276935	18	Gm11707
Itgal1	3.12E-06	0.256378666	0.737	0.209	0.006231757	18	Itgal
Stat11	3.79E-06	0.464942345	0.947	0.454	0.007570515	18	Stat1
S100a63	4.07E-06	0.874592762	0.789	0.241	0.008137442	18	S100a6
Ddit43	6.68E-06	0.8160032	0.947	0.472	0.013360623	18	Ddit4
Ccl9	7.11E-06	1.485073937	0.947	0.48	0.014226518	18	Ccl9
St8sia44	7.52E-06	0.289693218	0.842	0.381	0.015033178	18	St8sia4
Slc2a6	1.21E-05	0.376037715	0.895	0.463	0.024247209	18	Slc2a6
Lef1	1.32E-05	0.603258524	0.526	0.114	0.02640291	18	Lef1
Tmem1231	1.42E-05	0.585353311	0.842	0.338	0.028461972	18	Tmem123
Tecpr11	1.68E-05	0.279065513	0.842	0.312	0.03368935	18	Tecpr1
Trbc1	1.80E-05	0.685803983	0.421	0.002	0.036056165	18	Trbc1
Dock104	2.08E-05	0.395639095	1	0.51	0.041688458	18	Dock10
Gimap51	2.24E-05	0.892532986	0.737	0.218	0.044826857	18	Gimap5
Tmsb105	2.57E-05	0.690187803	1	0.769	0.051461717	18	Tmsb10
Itm2a1	2.84E-05	0.302710015	0.684	0.16	0.056700219	18	Itm2a
Phlda12	2.95E-05	0.254750371	0.947	0.455	0.058920531	18	Phlda1
Thy1	3.12E-05	0.768790432	0.632	0.031	0.062462521	18	Thy1
Igtp1	3.86E-05	0.59798575	0.895	0.493	0.077158279	18	Igtp
Klk8	5.61E-05	0.442094099	0.842	0.364	0.112176106	18	Klk8
AB1246112	6.35E-05	0.701898624	0.895	0.516	0.126902552	18	AB124611
Itgb7	8.38E-05	0.574715944	0.263	0.058	0.167698985	18	Itgb7
Il2rg3	9.05E-05	0.776951197	0.895	0.455	0.180936353	18	Il2rg
Pim16	0.00010198	1.061399109	0.947	0.668	0.203960841	18	Pim1
Fam174b	0.000117415	0.612345524	0.579	0.081	0.234829642	18	Fam174b
Traf12	0.000120717	0.547802623	0.789	0.368	0.241433488	18	Traf1
Furin	0.000127947	0.383600096	0.842	0.325	0.255893965	18	Furin
Tmsb4x6	0.000128958	0.60084054	1	0.996	0.257916132	18	Tmsb4x
Itgb22	0.000142592	0.300943577	1	0.493	0.285183474	18	Itgb2
Smad73	0.000152449	0.296677759	0.947	0.473	0.304898676	18	Smad7
Rhof1	0.000205	0.359412122	0.684	0.257	0.410000371	18	Rhof
H2afz3	0.000225338	0.860183423	1	0.901	0.450676884	18	H2afz
Arhgap453	0.000241759	0.606934045	0.947	0.601	0.483518881	18	Arhgap45
Ms4a6b4	0.00027366	1.234455304	0.737	0.416	0.54732094	18	Ms4a6b
Prr131	0.000382113	0.547654102	1	0.688	0.764225802	18	Prr13
Epb411	0.000388093	0.285921703	0.789	0.4	0.776186251	18	Epb41
Stk102	0.000388519	0.583392989	0.895	0.433	0.777039	18	Stk10
Osm1	0.000749473	1.698396739	0.947	0.6	1	18	Osm
Tes2	0.00087057	1.04095072	0.737	0.405	1	18	Tes
Tagln24	0.00091249	1.263857927	0.842	0.58	1	18	Tagln2
H2-Q72	0.001010565	0.379481048	0.789	0.397	1	18	H2-Q7
Tbpl14	0.001044908	0.531521936	0.947	0.556	1	18	Tbpl1
Kcnn4	0.001079	0.38296679	0.684	0.188	1	18	Kcnn4
Pim22	0.001223472	0.320698235	0.895	0.499	1	18	Pim2
Ccnd33	0.001259985	0.789142162	0.789	0.521	1	18	Ccnd3
Prdx62	0.001337084	0.597533987	0.789	0.568	1	18	Prdx6
Txnip6	0.001388781	0.513879016	1	0.614	1	18	Txnip
Dnaja16	0.001412447	1.071722597	1	0.782	1	18	Dnaja1
Stap12	0.001488006	0.263402925	0.632	0.12	1	18	Stap1
Hspb3	0.001625248	0.253053631	0.632	0.197	1	18	Hspb3
Hsph14	0.002048089	0.37998972	0.737	0.392	1	18	Hsph1
Hmgb33	0.002052926	0.263688612	0.684	0.25	1	18	Hmgb3
Pecam1	0.002316056	0.328736987	0.684	0.276	1	18	Pecam1
Ifi208	0.002887991	0.309807682	0.684	0.237	1	18	Ifi208
Smc42	0.003110867	0.859046438	0.684	0.317	1	18	Smc4
Cyp4f183	0.004135282	0.874092637	0.895	0.482	1	18	Cyp4f18
Dnajb13	0.005147456	1.549865376	1	0.721	1	18	Dnajb1
Gpcpd12	0.005241477	0.424812934	0.842	0.485	1	18	Gpcpd1
Hmgb24	0.007689825	0.62213752	0.842	0.679	1	18	Hmgb2
Nedd42	0.007852212	0.445160128	0.632	0.171	1	18	Nedd4
Psip12	0.008743017	0.562511518	0.684	0.35	1	18	Psip1
Gm5483	7.90E-113	4.4292106	1	0.025	1.58E-109	19	Gm5483
S100a9	8.41E-113	5.629848933	1	0.025	1.68E-109	19	S100a9
BC100530	3.32E-111	3.99967937	1	0.026	6.65E-108	19	BC100530
Sirpb1b1	1.77E-101	2.169930611	1	0.02	3.53E-98	19	Sirpb1b
Asprv1	4.13E-95	3.692932724	0.882	0.002	8.26E-92	19	Asprv1
Trem31	5.33E-93	1.464738923	0.941	0.026	1.07E-89	19	Trem3
Stfa11	8.83E-86	4.867199208	0.941	0.026	1.77E-82	19	Stfa1
Slpi	3.41E-76	3.053624094	0.941	0.02	6.81E-73	19	Slpi
Stfa2	2.36E-75	3.678278624	0.941	0.026	4.73E-72	19	Stfa2
Gm5416	9.79E-70	2.53346692	0.882	0.024	1.96E-66	19	Gm5416
Stfa2l1	4.17E-48	3.718816136	1	0.025	8.33E-45	19	Stfa2l1
Retnlg	3.92E-41	2.214897975	0.765	0.025	7.83E-38	19	Retnlg
Hp1	2.78E-40	1.030932087	0.765	0.028	5.55E-37	19	Hp
G0s21	2.60E-36	3.549933175	0.882	0.021	5.19E-33	19	G0s2
Bmx	1.79E-35	0.622955035	0.706	0.004	3.59E-32	19	Bmx
Clec4e1	3.00E-35	1.792923165	0.941	0.085	5.99E-32	19	Clec4e
Cebpe	4.13E-34	0.758219991	0.706	0.02	8.27E-31	19	Cebpe
Slc6a13	1.35E-30	0.423788977	0.706	0.005	2.69E-27	19	Slc6a13
2010005H15Rik	4.63E-27	3.649888367	0.765	0.032	9.27E-24	19	2010005H15Rik
Jaml	3.35E-24	2.365800619	1	0.07	6.70E-21	19	Jaml
F630028O10Rik	7.32E-24	2.750332812	1	0.075	1.46E-20	19	F630028O10Rik
Rab11fip1	7.85E-21	1.819266975	0.941	0.133	1.57E-17	19	Rab11fip1
Il1f9	1.52E-19	1.562848474	0.647	0.001	3.04E-16	19	Il1f9
Cxcr2	1.75E-19	3.172549408	1	0.187	3.50E-16	19	Cxcr2
S100a8	7.79E-18	5.244628145	1	0.311	1.56E-14	19	S100a8
Arg2	8.68E-17	2.338918978	0.941	0.254	1.74E-13	19	Arg2
Ifitm11	1.01E-16	3.538574179	1	0.272	2.01E-13	19	Ifitm1
Ly6i	3.67E-16	0.729713654	0.941	0.135	7.34E-13	19	Ly6i
Mcemp11	6.70E-16	1.816915271	0.941	0.133	1.34E-12	19	Mcemp1
Ankrd33b1	7.83E-16	1.506501505	0.941	0.208	1.57E-12	19	Ankrd33b
Glipr22	2.52E-15	1.982097733	1	0.346	5.05E-12	19	Glipr2
Adgre53	3.24E-15	2.747646665	1	0.265	6.48E-12	19	Adgre5
Lrg1	3.65E-15	2.758171602	1	0.416	7.31E-12	19	Lrg1
Clec4d1	7.36E-15	2.88495899	1	0.335	1.47E-11	19	Clec4d
Plp23	9.01E-15	2.365184472	1	0.32	1.80E-11	19	Plp2
Emilin22	1.10E-14	0.677661643	0.941	0.278	2.20E-11	19	Emilin2
S100a114	1.30E-14	3.433087692	1	0.356	2.61E-11	19	S100a11
Stap13	1.40E-14	0.984283401	0.941	0.118	2.80E-11	19	Stap1
Cd24a2	1.27E-13	2.069329546	1	0.268	2.55E-10	19	Cd24a
Rasgrp4	1.65E-13	0.7201596	0.941	0.333	3.29E-10	19	Rasgrp4
Alcam1	1.74E-13	1.438627642	0.941	0.239	3.48E-10	19	Alcam
Ccr12	2.74E-13	2.720213562	1	0.366	5.47E-10	19	Ccr1
Pdlim73	3.35E-13	1.159243158	0.941	0.169	6.70E-10	19	Pdlim7
Gda1	3.60E-13	1.343041241	0.647	0.028	7.20E-10	19	Gda
Msrb11	3.67E-13	2.91645919	1	0.449	7.34E-10	19	Msrb1
Fxyd52	4.13E-13	3.201594083	1	0.549	8.25E-10	19	Fxyd5
Fgl2	4.69E-13	2.354702861	1	0.392	9.39E-10	19	Fgl2
Cpne2	8.58E-13	0.282386787	0.882	0.144	1.72E-09	19	Cpne2
Nedd43	1.13E-12	0.866605543	0.941	0.168	2.27E-09	19	Nedd4
S100a64	1.17E-12	3.197768309	0.941	0.24	2.33E-09	19	S100a6
Txn14	1.24E-12	2.237614725	1	0.638	2.48E-09	19	Txn1
Iqgap13	1.31E-12	2.593146313	1	0.465	2.62E-09	19	Iqgap1
Ifitm23	1.87E-12	3.562450037	1	0.571	3.75E-09	19	Ifitm2
